area_m2,floor_level,subway_dist_m,building_age,room_count,bathroom_count,school_score,parking_spots,mgmt_fee_krw,price_100m_krw
117.9,13,1025,1,4,3,76.6,4,152090,9.061
85.6,7,80,15,4,3,81.6,3,92133,7.482
53.1,15,1218,31,2,1,84.7,1,184187,3.458
80.2,11,606,3,2,1,96.6,2,144053,6.791
85.0,13,953,8,3,2,73.4,3,89431,6.606
68.0,3,968,26,3,2,66.0,3,94802,4.49
87.5,11,222,28,3,2,95.4,3,246505,6.761
69.4,12,245,11,2,1,54.5,2,50807,5.532
32.5,7,80,25,1,1,54.0,1,242949,2.094
137.0,2,1384,19,5,3,61.9,4,146796,8.521
123.6,8,230,17,4,3,94.7,3,136572,9.376
109.2,1,250,33,4,3,84.5,3,178612,7.584
68.3,12,310,14,2,1,71.7,2,133258,5.307
77.3,5,903,24,3,2,76.3,2,191919,5.033
109.4,8,1818,1,4,3,83.6,4,86450,8.081
101.0,17,950,25,4,3,67.3,3,135426,7.173
95.7,11,740,3,4,3,58.6,3,193898,7.054
92.4,5,468,21,3,2,89.3,3,186591,6.808
35.5,18,493,18,2,1,62.8,2,229826,3.079
29.8,20,895,2,1,1,78.6,0,143757,3.413
68.5,8,80,10,3,2,74.7,2,232904,5.827
99.0,3,759,18,4,3,63.6,2,125617,6.561
62.8,8,80,26,2,1,72.2,1,150754,4.609
125.4,11,520,25,4,2,65.3,3,246987,7.789
104.8,7,856,1,4,3,76.3,2,209296,7.761
125.9,3,687,31,5,3,69.0,5,235099,8.106
130.2,1,543,10,5,3,77.3,4,256052,9.148
50.7,1,481,25,2,1,86.6,1,113878,3.887
113.9,18,80,9,4,3,68.7,4,257495,8.876
84.8,9,81,27,3,2,70.5,3,174083,6.23
58.0,15,658,22,1,1,79.2,1,92293,4.256
48.2,1,480,13,2,1,65.2,2,188777,3.708
68.0,11,1276,21,2,1,66.6,2,157823,4.527
70.6,17,801,20,2,2,78.8,1,131384,5.559
114.7,9,646,22,4,3,86.2,3,206075,8.209
111.6,16,212,9,5,4,78.5,4,152622,9.545
25.0,22,654,11,1,1,69.8,1,166044,2.839
69.5,6,179,7,2,1,96.8,2,263924,6.115
94.5,4,349,19,3,2,81.2,2,145219,6.735
87.0,15,947,15,3,3,80.5,2,196095,6.387
79.2,22,548,13,2,1,77.7,2,202829,6.027
138.6,14,513,1,5,4,79.6,4,176978,10.643
117.9,18,1120,19,3,2,83.0,3,155493,8.322
54.3,14,1072,9,2,2,74.7,1,251796,4.294
76.3,3,614,5,2,1,79.8,2,145444,6.205
90.3,9,491,11,4,3,82.5,3,179053,7.413
96.6,16,552,7,3,3,81.4,3,167549,7.546
62.6,19,297,5,2,2,73.2,2,99636,5.959
118.2,17,143,13,4,3,69.6,3,205393,9.256
123.1,6,600,15,4,3,65.5,3,159435,8.28
83.7,14,472,37,3,2,64.2,2,214400,5.226
101.5,5,401,20,4,2,61.8,3,133458,6.993
60.2,3,1251,5,3,1,89.4,2,227742,4.774
83.9,11,665,25,3,2,75.4,2,238983,5.729
79.3,16,382,4,3,2,80.1,2,111581,7.007
116.0,1,636,35,4,3,70.7,2,249856,6.834
110.4,13,720,2,4,3,72.9,3,203421,8.501
79.1,11,307,16,3,2,73.8,3,101476,6.376
89.5,8,502,20,3,2,70.4,3,130112,6.301
119.3,9,984,15,4,2,70.1,3,220164,7.968
43.7,14,142,13,1,1,75.4,1,159323,3.973
64.3,5,1021,21,3,2,74.9,3,165941,4.77
62.5,23,1288,12,2,1,74.5,2,282002,4.461
66.5,10,131,12,2,1,86.5,1,260184,5.806
28.5,10,673,33,2,1,95.0,2,172252,2.767
98.0,18,716,4,4,3,71.0,3,217542,7.767
64.9,10,866,15,2,1,66.8,2,189624,4.719
25.0,16,1002,8,1,1,87.2,1,141335,2.843
98.2,3,1139,11,4,3,64.5,3,197627,6.573
78.7,15,707,17,3,2,62.6,2,108714,5.441
87.2,11,306,4,3,2,67.8,2,205763,6.652
65.3,16,1027,31,2,1,67.5,1,50000,4.136
89.5,12,664,19,3,2,89.7,2,159117,6.902
105.4,18,576,32,4,3,89.1,3,171363,8.069
75.5,17,214,8,3,2,71.4,3,208126,6.688
76.8,4,552,21,3,3,93.5,2,135477,6.019
91.2,11,1005,11,3,1,78.5,3,211379,6.876
94.0,8,1061,10,3,2,79.9,3,217420,6.98
94.6,8,591,12,3,2,65.8,2,221444,6.54
80.2,15,838,29,3,2,74.5,3,215566,5.647
82.8,19,227,18,3,2,73.9,2,93557,6.904
64.2,8,442,8,2,1,67.7,2,155830,5.12
110.0,8,409,15,4,3,95.5,3,170691,8.603
87.8,3,789,8,2,1,59.2,2,176645,5.766
90.1,6,1146,13,3,2,77.7,2,255878,5.833
101.6,6,864,15,4,3,70.0,4,270407,7.185
132.6,2,401,25,5,4,63.0,3,136951,8.925
72.4,18,219,8,2,1,79.9,1,110017,6.205
132.7,6,469,17,5,3,93.0,4,80599,10.127
58.4,7,627,8,2,1,79.1,2,199538,4.752
129.6,4,1052,17,5,4,55.6,4,160810,8.476
42.4,16,1644,11,2,2,61.5,2,50000,3.127
111.3,12,183,2,4,3,74.4,3,205480,9.067
47.6,7,847,8,2,1,73.7,1,210578,3.559
100.9,13,820,13,4,3,73.7,2,230092,7.32
97.2,12,142,25,4,3,70.0,4,241629,7.338
96.9,4,923,5,4,3,86.6,4,156261,7.543
82.5,10,961,29,3,2,78.1,2,132907,5.692
47.2,4,1135,17,1,1,87.9,1,144328,3.555
128.3,8,543,1,4,3,79.7,3,217018,9.627
60.7,3,1555,14,2,1,79.3,2,100763,3.936
120.7,13,1146,19,4,3,81.0,4,191089,8.404
106.7,19,951,2,3,2,79.8,2,147300,8.412
54.5,1,880,20,3,2,86.5,2,83378,4.418
103.0,14,1129,20,4,2,43.0,4,140925,6.444
56.3,13,699,24,2,1,56.7,2,210974,3.69
80.2,11,782,11,3,2,93.8,3,251710,6.522
106.6,11,753,15,4,3,92.8,3,283650,8.015
58.7,11,368,23,2,1,56.6,1,260056,4.015
71.3,10,657,31,2,2,95.1,2,282690,5.445
107.9,16,721,26,4,3,84.0,3,109707,8.206
83.8,8,985,15,3,2,86.2,2,180821,5.801
102.9,2,435,3,4,3,85.5,3,270324,7.994
117.5,1,467,23,4,3,59.2,3,129787,7.754
106.7,10,967,17,4,3,63.0,3,279886,7.073
97.0,8,80,14,3,2,64.3,2,150991,7.307
121.3,7,304,11,4,3,82.6,3,153508,9.217
128.7,5,925,5,5,4,73.0,4,119491,9.386
148.2,17,1175,30,5,4,53.2,3,159858,9.04
83.8,6,1090,13,3,2,57.7,3,198544,5.109
87.6,9,1113,15,3,2,77.1,2,341838,5.539
90.7,4,293,20,4,2,59.8,3,156283,6.433
120.6,7,1000,26,4,3,85.2,4,232475,8.023
83.7,8,1483,17,2,1,74.0,2,197456,5.288
102.5,11,643,19,4,3,67.0,3,100109,7.574
68.7,8,363,18,3,3,87.5,3,194187,6.209
47.8,13,366,26,3,2,88.3,3,154050,4.525
70.3,8,183,7,2,1,77.7,3,171496,5.968
79.5,9,1314,11,4,3,69.2,4,154382,6.251
117.7,10,1462,17,4,3,69.2,4,252728,7.81
78.4,6,769,4,3,2,83.4,2,205675,6.167
96.6,10,769,15,4,3,83.2,3,91475,7.161
56.9,1,862,17,3,2,70.0,2,50000,4.46
120.4,15,80,7,5,3,74.5,4,132823,10.128
93.5,20,794,8,3,2,80.4,2,100643,7.376
116.0,15,768,31,4,3,73.3,3,138507,7.479
34.6,14,598,1,2,2,69.3,1,107563,3.915
117.1,19,888,14,4,2,83.5,3,127565,8.805
43.4,17,330,6,1,1,84.2,0,224794,4.079
84.2,19,610,2,3,2,100.0,2,210409,7.608
93.2,8,1142,7,4,3,99.1,3,206538,7.4
65.6,10,628,15,2,2,68.8,1,82780,4.848
73.4,13,1099,15,3,2,83.1,3,137335,5.692
105.1,5,787,28,4,3,70.4,3,238401,6.783
48.7,11,716,26,2,1,100.0,2,242804,4.073
63.3,3,800,6,3,2,85.8,2,192940,5.115
101.3,9,924,10,4,3,65.2,3,166771,7.056
106.4,8,562,23,4,3,79.5,3,204558,7.524
98.5,28,502,8,4,3,81.5,3,208381,8.363
93.1,21,438,1,4,3,81.9,3,224511,8.191
86.5,18,1317,23,3,2,86.9,3,113742,6.17
98.8,10,993,31,4,3,67.9,3,189490,5.908
62.1,13,80,14,2,1,54.1,2,262439,4.697
68.9,16,259,5,3,2,85.1,3,151927,6.578
60.6,10,726,3,2,1,78.4,2,191381,5.414
61.1,10,605,17,3,2,69.4,2,188848,4.635
105.2,4,815,5,4,3,90.9,3,177399,8.548
103.4,10,605,15,3,2,92.8,2,119209,7.844
73.2,9,429,30,2,1,87.3,1,265401,4.66
131.1,13,437,12,4,2,73.3,3,243421,9.237
79.2,10,884,1,3,2,79.2,3,265611,6.432
85.4,10,916,20,3,2,79.9,3,121706,6.136
78.9,9,467,26,3,2,55.9,3,153827,5.289
37.0,6,1335,4,1,1,77.1,2,219297,3.072
59.8,9,690,21,2,2,85.4,2,160266,4.56
111.3,14,450,27,4,3,57.8,4,202406,7.562
113.6,9,845,14,4,3,78.1,4,218953,8.326
78.1,11,445,38,4,3,51.8,3,207916,4.701
46.3,15,560,2,1,1,100.0,2,184804,4.88
62.9,19,513,6,2,1,78.5,1,50000,5.978
123.8,2,704,7,4,3,80.5,4,190754,8.845
80.3,16,641,6,3,2,75.4,3,188089,6.496
62.4,8,1273,4,2,2,83.4,2,132895,5.171
78.6,7,471,25,3,2,89.0,3,213270,5.836
53.4,1,832,23,2,2,97.7,2,128265,4.306
117.4,21,823,35,4,2,74.2,3,285031,7.397
33.0,1,975,18,1,1,73.2,0,152558,2.057
100.9,4,954,2,2,1,84.9,2,124634,7.266
57.2,5,800,32,1,1,82.2,2,258433,3.637
94.7,12,1046,9,3,2,91.9,3,151151,7.054
36.6,7,599,21,1,1,76.3,0,156516,2.722
52.2,4,426,9,2,1,77.2,2,187965,4.401
95.0,13,633,20,4,3,68.3,3,152605,7.299
91.2,22,423,2,3,3,66.7,2,158994,7.19
103.0,10,117,31,3,2,86.5,3,173613,7.44
84.3,9,1064,6,4,3,85.2,3,177220,6.964
75.4,8,798,27,3,2,54.4,2,241029,4.602
65.2,12,908,29,2,1,78.6,2,192021,4.39
88.8,21,851,18,3,3,67.1,2,132918,6.675
106.7,11,1076,24,4,3,73.6,4,308486,7.039
90.0,6,907,21,3,2,72.7,3,117042,6.242
82.1,22,480,12,3,2,70.2,3,57565,6.739
95.2,1,1188,1,3,2,75.4,3,191304,6.473
84.6,8,841,1,3,2,78.4,2,183429,6.688
110.6,8,1241,31,4,3,75.8,3,168696,6.895
82.1,6,512,4,3,2,74.0,3,163954,6.739
104.4,9,1181,1,4,3,49.8,3,190389,7.048
86.0,14,180,22,3,2,86.8,3,230473,6.568
79.3,15,80,6,3,2,87.2,2,240215,6.72
60.8,11,554,18,2,1,70.4,2,171005,4.663
103.9,18,317,31,4,3,64.4,4,203342,7.454
99.6,11,1048,18,3,2,80.7,3,205406,6.911
130.4,15,725,34,5,3,56.9,4,124344,8.342
55.0,2,676,21,2,1,97.5,1,80729,4.544
79.1,19,1012,22,4,3,66.7,3,158666,5.876
66.5,6,861,2,2,1,59.6,1,285995,4.288
139.5,13,478,21,5,3,64.8,4,202841,9.676
100.3,3,1467,25,3,2,75.3,3,165385,5.898
69.5,16,579,1,2,1,52.8,2,93803,5.418
64.1,7,1083,27,3,3,67.4,2,182206,4.447
107.9,16,622,12,4,3,54.7,3,194465,7.594
81.6,6,975,15,3,2,70.1,2,178808,5.373
36.9,7,745,1,1,1,81.5,1,176544,3.78
73.9,14,979,35,3,2,68.5,2,327275,3.901
58.9,9,824,28,2,2,48.0,1,198510,3.123
65.2,8,663,7,3,2,55.7,2,193968,4.929
73.3,4,818,21,2,1,40.0,2,174784,4.25
74.9,11,528,28,2,1,63.6,1,141419,4.643
83.2,16,80,24,4,3,81.4,3,180870,6.889
67.4,20,816,20,2,2,80.9,2,253809,4.982
92.8,11,913,23,3,2,77.5,2,150398,6.379
51.4,10,638,19,1,1,61.0,1,151303,3.537
90.8,13,80,16,4,3,71.8,3,137451,7.69
88.2,14,865,12,2,2,70.4,1,156689,6.261
91.7,16,624,23,3,2,62.9,2,205080,5.894
47.0,2,861,26,2,1,65.1,2,155679,2.625
116.7,10,1159,20,5,4,64.4,5,211144,8.081
142.3,12,856,26,5,4,52.7,3,195046,9.001
94.6,3,350,8,3,2,79.3,2,217342,7.12
77.0,17,396,5,3,2,58.1,2,114916,6.2
111.1,17,732,1,4,3,82.0,4,266370,8.831
41.4,12,974,10,1,1,64.6,1,183054,3.336
108.5,21,895,15,4,3,53.2,4,218040,7.206
74.9,21,728,21,3,2,77.6,2,187964,5.798
107.2,16,813,14,3,3,67.5,2,201009,7.533
58.5,22,693,24,1,1,71.6,1,56388,4.405
83.2,8,243,15,3,2,69.6,2,208542,6.103
124.6,6,252,24,4,3,100.0,3,132201,9.613
78.1,7,821,15,3,2,60.2,3,157471,5.426
89.3,5,1168,9,3,2,78.2,2,189040,6.39
102.7,14,671,1,4,2,84.4,3,69046,8.694
105.4,13,1141,15,4,3,75.0,3,287117,7.576
45.0,1,1140,26,2,1,79.0,1,206580,2.597
75.6,3,911,22,2,2,79.8,1,240952,4.947
110.0,3,660,22,4,3,92.7,4,105842,8.408
84.2,16,546,15,3,3,85.6,2,133105,6.865
110.9,8,540,22,4,2,69.6,3,108258,8.043
94.9,16,466,30,4,3,86.9,3,258202,6.979
34.6,3,201,10,1,1,61.6,0,221109,2.677
43.9,9,305,18,2,2,82.3,3,125165,4.486
119.3,12,1277,34,4,3,65.9,3,180511,7.147
57.5,8,525,27,1,1,58.3,1,326571,3.283
94.3,1,550,2,3,2,85.2,3,176189,7.351
105.6,14,354,13,4,3,74.3,3,239433,8.157
42.9,5,743,14,2,1,70.7,2,233484,3.375
130.4,2,514,19,4,3,65.3,3,208250,8.587
72.8,12,914,11,2,2,71.6,2,129266,5.358
107.6,14,708,15,4,3,61.9,3,243655,7.348
58.2,15,639,5,2,1,61.3,2,181585,4.478
147.4,8,541,18,5,3,69.1,4,187168,10.172
84.4,5,953,5,3,3,51.7,3,147339,5.798
48.4,9,569,3,2,2,76.3,2,179113,4.774
118.8,3,770,4,5,3,49.2,4,216375,7.788
94.7,14,877,10,4,3,73.9,4,160549,7.511
125.2,17,901,27,4,3,59.8,4,251633,7.978
126.0,1,941,17,4,3,79.7,3,137803,8.72
30.6,1,813,20,1,1,58.2,1,164685,1.652
127.3,14,260,1,4,2,81.0,3,58954,10.27
86.8,13,823,24,2,1,92.4,2,189010,6.362
52.6,3,379,20,2,1,93.0,2,56815,5.076
93.1,18,860,34,3,2,49.2,2,268932,5.372
47.7,9,575,21,1,1,88.0,1,247398,3.922
69.2,8,576,34,3,3,66.6,2,189868,4.086
64.2,9,863,10,3,2,68.9,2,218594,4.768
81.5,17,80,19,3,2,69.4,2,86973,6.515
106.6,1,1093,26,4,3,67.6,3,143477,6.74
69.2,7,1146,7,2,1,83.1,2,131172,5.473
82.8,7,658,9,3,2,75.7,3,174322,6.444
77.4,24,423,30,3,2,65.6,3,159041,5.735
55.9,8,1104,5,2,1,77.8,2,186070,4.426
116.0,13,1085,15,4,3,68.0,3,94302,8.117
39.9,21,913,3,1,1,78.4,0,253461,3.654
87.3,8,1235,18,3,2,76.8,3,166401,6.121
131.5,11,967,21,5,3,62.0,4,195764,8.475
104.3,12,925,28,4,3,81.8,3,200530,7.305
89.2,25,991,24,3,2,58.0,3,199107,5.874
51.0,7,80,12,2,1,73.7,1,259851,4.404
75.7,10,799,8,2,1,96.0,2,309154,5.992
108.8,17,767,26,4,2,75.2,4,246915,7.506
113.6,8,492,14,4,3,81.4,3,235186,8.322
64.4,14,939,30,2,1,85.4,2,118767,4.55
84.8,11,819,1,3,2,75.7,3,255798,6.715
118.9,9,395,18,4,3,69.5,3,181541,8.101
96.5,14,628,22,4,3,58.0,4,240077,6.571
56.7,5,456,14,1,1,74.2,0,183519,4.261
100.6,12,330,12,4,3,85.5,3,166835,8.35
86.3,18,683,5,3,1,80.0,2,200676,6.913
76.9,2,353,19,3,2,59.5,2,175753,5.062
82.5,17,1119,15,3,2,84.0,2,253901,5.895
98.8,7,397,1,4,3,79.8,3,133231,8.562
79.9,18,1041,19,3,2,76.5,2,143110,5.762
57.7,6,947,7,2,2,63.7,2,175610,4.075
103.9,13,1355,17,4,3,84.9,3,177785,7.021
69.5,13,654,29,3,2,62.0,2,214548,4.444
101.2,5,639,19,5,4,70.0,4,201844,7.51
39.7,7,944,2,1,1,90.2,0,113964,3.808
73.7,10,85,27,3,2,50.4,3,240266,4.98
50.9,13,967,8,1,1,70.2,1,187991,3.747
51.6,13,80,1,2,2,72.0,2,128507,5.403
84.8,9,736,15,4,3,89.4,4,189354,6.86
98.7,17,447,10,5,4,73.0,4,71426,8.614
56.6,12,336,19,2,1,81.2,1,258935,4.299
90.9,6,398,5,3,2,65.0,3,190257,6.78
88.5,3,480,25,3,2,78.5,2,173183,5.879
82.7,7,1009,39,3,2,71.5,3,190539,4.956
64.2,13,1510,23,2,1,94.5,2,232423,4.253
86.9,17,571,6,2,1,76.5,2,140117,6.829
85.2,4,1215,23,3,3,78.1,3,104865,5.95
88.2,12,930,26,3,2,100.0,2,144065,6.134
84.0,5,794,14,3,2,79.4,2,113433,6.23
82.7,8,382,14,3,2,68.1,2,296529,5.997
102.5,16,822,9,3,1,62.7,2,244531,6.91
75.6,11,856,25,3,2,69.9,2,116507,5.125
73.6,1,942,8,3,3,58.6,2,132787,4.987
84.2,1,700,9,3,3,77.3,3,68563,6.977
43.6,14,546,14,2,2,68.8,2,168622,3.79
43.0,8,813,19,2,1,70.4,2,70956,3.406
125.7,2,328,1,5,3,68.9,4,135249,9.695
72.5,1,713,7,2,1,63.1,1,139497,5.051
81.5,13,365,13,4,3,69.6,3,148313,6.747
79.0,8,237,25,3,2,65.7,2,209709,5.229
84.4,14,160,11,2,1,79.0,2,127675,6.675
57.4,15,902,15,2,1,80.6,2,157787,4.653
71.7,23,681,15,3,2,45.5,2,129174,5.127
103.5,8,470,30,3,2,70.5,2,149143,6.606
134.1,10,641,21,5,3,71.4,4,212257,9.057
64.5,20,728,16,2,1,76.1,2,264334,4.831
75.3,8,1119,18,3,2,71.6,3,113126,5.779
94.7,9,934,11,4,3,69.0,3,161611,6.809
46.9,5,330,9,2,2,45.6,2,136877,3.637
93.2,8,646,15,3,3,87.0,3,190331,7.065
116.5,4,1068,2,4,3,64.1,3,140876,8.422
41.5,15,730,15,2,2,91.8,1,143781,4.223
50.7,17,809,12,2,2,68.4,1,213121,4.173
68.4,8,1151,11,2,2,73.3,1,304805,4.256
146.0,7,978,1,5,3,69.8,4,180726,10.453
81.0,5,676,39,3,2,76.6,3,241804,4.744
102.1,15,605,7,3,2,73.0,2,248377,7.572
90.1,10,1348,1,3,2,85.1,2,205910,6.827
72.1,12,1298,2,2,1,82.2,2,193759,5.416
99.4,14,121,3,3,2,73.5,2,172783,8.26
149.7,17,854,33,5,3,76.0,4,198606,9.787
72.5,11,1025,16,2,1,57.2,2,205869,4.524
37.3,3,704,19,2,1,73.4,2,146950,3.275
108.0,13,1256,10,4,2,81.3,3,182329,8.078
84.8,18,487,12,3,2,56.8,2,245780,5.992
94.6,14,1087,14,3,3,94.0,2,209265,6.978
97.9,11,175,17,4,2,91.1,3,243528,7.913
99.7,18,470,22,3,2,85.3,2,176024,7.542
120.5,13,947,6,5,3,89.6,4,219258,9.152
136.2,20,1364,20,5,4,65.7,5,178303,8.823
84.1,20,512,1,3,2,85.7,3,81767,7.849
83.8,13,619,4,3,1,95.7,3,136418,7.356
76.2,6,676,20,3,2,60.8,2,122588,5.424
95.0,3,978,22,4,3,77.3,2,195582,6.716
105.5,12,908,13,3,2,92.1,2,105084,7.749
99.6,3,503,18,4,2,66.7,4,150958,7.02
106.0,6,1133,30,4,3,63.4,3,143088,6.636
131.5,12,1206,21,5,3,81.9,4,231655,9.059
100.8,6,637,11,3,2,83.4,2,213861,6.979
66.3,6,469,18,3,3,100.0,3,141419,6.297
59.8,10,1372,14,2,2,57.4,2,73989,4.16
72.0,18,487,12,3,2,74.7,3,205220,6.084
126.8,12,641,17,4,3,76.0,3,103416,8.989
95.4,19,347,8,4,3,74.9,3,237850,7.801
76.3,17,688,1,3,2,87.9,2,255409,6.88
67.0,13,768,24,3,2,72.3,2,206872,4.817
57.9,12,313,20,2,1,87.8,1,53266,5.117
93.7,9,596,16,3,2,77.6,2,180081,6.777
66.7,6,825,18,2,1,72.9,1,140450,4.696
99.1,14,712,1,3,2,83.4,3,135993,8.095
66.2,7,828,13,2,1,67.7,2,268713,4.376
84.3,12,849,8,4,3,79.1,3,76665,7.251
132.7,10,80,10,5,4,71.2,4,128506,10.537
51.3,17,1001,10,2,1,92.1,2,256278,4.562
145.6,5,905,14,6,4,82.8,5,150187,10.391
84.9,9,162,12,3,3,80.6,3,229840,6.995
119.2,6,849,1,5,3,84.4,4,217840,9.142
80.4,6,1044,16,3,2,81.0,2,226826,5.778
121.2,4,1058,21,5,4,83.8,4,251212,8.273
45.9,7,1092,25,2,1,81.0,2,301361,2.857
75.0,17,1625,23,2,2,74.1,1,118594,4.703
107.6,13,795,1,4,3,83.1,3,266979,8.597
74.5,1,669,1,3,2,50.3,3,209286,5.467
109.6,10,976,1,4,3,78.3,4,130419,8.523
98.0,13,726,6,4,3,64.0,4,180651,7.725
72.6,16,1221,4,3,2,59.7,2,182842,5.157
72.6,5,978,15,2,2,77.9,2,124727,5.034
112.7,2,697,11,4,3,83.1,4,193497,8.32
97.0,20,427,7,3,1,75.3,2,240355,7.646
103.4,6,523,10,3,2,79.6,2,237457,7.473
61.9,8,749,11,3,2,87.6,3,291519,5.427
57.9,8,968,1,2,2,87.4,1,112725,4.915
62.5,7,704,21,2,2,66.9,1,159504,3.791
83.4,8,898,14,3,2,90.6,3,190790,6.419
106.8,20,613,19,4,3,57.7,3,209064,7.025
69.8,1,80,12,2,1,69.6,3,105366,5.283
89.0,13,759,15,3,2,78.7,2,50000,6.846
125.8,5,1589,30,5,3,72.9,4,240239,7.727
77.9,7,308,16,3,2,100.0,3,243988,6.843
91.9,4,234,5,4,3,86.9,3,125020,7.761
70.7,15,80,19,3,2,100.0,2,128965,6.634
66.8,1,298,8,2,2,90.8,1,66469,5.961
80.7,6,751,22,3,2,64.2,3,125670,5.567
105.7,3,612,25,4,2,87.0,3,193992,7.094
90.4,16,573,4,4,3,85.4,3,126509,7.901
105.5,19,757,18,4,2,82.3,3,129872,8.193
108.0,13,536,15,4,3,94.0,4,176758,8.795
69.8,14,284,2,4,3,79.1,3,195366,6.828
60.3,9,348,2,3,3,71.4,2,170130,5.915
95.7,8,806,12,4,3,54.2,3,248595,6.664
151.7,11,1123,27,6,4,59.5,5,137084,10.019
91.1,4,916,25,4,2,66.4,3,138371,5.771
46.5,8,533,16,2,1,75.0,2,252649,3.75
138.0,16,1151,11,5,4,73.0,4,236871,9.593
104.1,8,939,22,4,2,49.5,3,162951,6.527
81.0,14,80,20,3,2,82.1,3,161429,6.669
94.4,3,1204,26,4,2,88.2,4,233400,6.143
25.0,14,906,16,1,1,63.1,0,197193,1.679
50.4,16,538,18,2,2,65.2,2,151989,4.227
72.0,11,1046,8,4,3,72.9,3,143747,6.081
68.0,1,489,22,2,1,72.6,1,143152,4.354
96.7,4,1134,29,4,3,94.1,3,205645,6.579
109.1,6,658,26,4,3,86.5,4,214140,7.787
79.0,18,715,23,3,2,84.1,2,256252,5.9
77.5,14,816,10,3,2,77.4,2,192761,6.26
86.8,18,728,1,3,2,74.1,3,171511,7.118
138.8,13,298,15,5,3,83.6,4,209499,10.453
92.9,13,924,29,3,3,74.8,3,118302,6.287
92.0,6,269,12,3,2,62.2,3,163252,6.563
95.9,5,1165,12,3,2,62.2,2,59982,6.017
37.4,1,354,22,1,1,73.7,1,191538,2.85
73.1,5,1007,9,3,2,84.7,3,208386,5.536
77.5,11,971,15,2,1,82.4,1,128172,5.518
123.5,5,1315,27,5,3,77.0,4,100298,7.914
90.1,16,190,1,3,2,82.0,3,162118,8.074
101.0,13,904,15,4,3,66.3,4,220958,7.361
79.0,3,815,26,3,2,87.4,2,133155,5.465
75.4,12,1251,17,3,2,63.1,2,141335,5.14
62.3,15,619,15,2,1,77.4,1,168410,4.783
64.3,2,866,12,2,2,94.4,2,238321,5.22
90.4,9,501,16,3,3,95.2,2,114572,7.171
125.1,4,194,16,4,3,89.6,3,169340,9.112
44.4,13,211,24,2,1,78.3,2,204609,3.851
100.3,2,584,14,3,2,65.8,3,208613,6.959
114.7,10,760,12,4,3,66.4,4,265372,8.053
45.0,16,736,24,2,2,59.5,1,206226,2.87
65.6,20,1054,4,2,1,66.5,2,131485,5.335
127.3,11,291,22,5,4,76.6,4,267588,9.373
107.7,18,777,5,4,2,74.9,4,110144,8.738
70.0,9,999,24,3,2,98.5,3,127164,5.589
68.6,12,904,11,2,2,62.4,2,136137,4.986
60.3,1,843,15,2,1,84.8,1,240107,4.359
48.5,8,187,8,2,1,83.0,1,168087,4.638
104.1,9,363,19,4,3,86.8,3,174651,8.043
117.5,14,80,16,4,3,71.2,3,236828,8.772
67.1,5,714,3,2,1,55.2,2,220770,4.837
110.4,6,564,18,4,3,73.0,3,235672,7.611
86.4,1,525,7,3,2,79.0,2,171948,6.733
68.5,23,1023,24,2,1,90.0,2,182792,5.059
89.6,1,664,23,3,2,46.0,3,50000,5.531
86.0,7,1033,20,3,1,63.8,2,133181,5.448
86.9,14,1019,19,3,3,74.9,2,296334,5.724
43.4,8,215,30,2,1,87.2,1,239643,3.311
67.7,16,1421,2,2,1,89.1,2,220437,5.446
59.3,2,637,18,3,2,81.6,2,236174,4.603
92.1,5,933,22,3,2,57.9,2,212153,5.589
104.7,10,623,24,3,2,70.6,2,209239,6.777
69.5,1,539,27,2,2,59.9,1,222717,3.886
31.9,1,596,18,1,1,67.1,1,204441,2.604
43.9,4,1523,15,1,1,61.7,1,266327,1.92
88.1,1,973,6,4,3,77.1,3,164706,6.404
79.0,12,634,12,3,3,91.3,2,204472,6.38
63.1,18,591,1,3,2,72.8,2,171242,5.994
114.1,9,873,16,4,3,75.5,3,117822,7.986
98.3,6,413,11,4,3,80.3,4,227832,7.545
100.7,5,788,19,3,2,64.2,2,168983,6.268
89.0,15,324,3,3,2,66.3,2,178717,6.915
101.2,16,444,19,4,3,74.6,3,135681,7.524
101.5,1,1483,11,4,3,76.8,3,132801,6.983
40.3,8,661,9,2,1,77.2,2,233408,4.202
105.7,1,278,15,5,4,72.9,4,220732,8.116
119.7,1,266,5,5,3,84.1,4,161489,9.428
51.2,20,310,14,2,1,87.7,2,247713,5.003
105.5,13,369,16,3,2,94.8,2,142995,8.134
37.6,6,539,23,2,1,62.7,1,186029,2.568
85.5,4,667,8,3,2,85.0,2,169771,6.911
91.2,25,546,22,4,3,71.1,3,177421,6.835
121.6,10,131,1,4,3,79.5,4,143481,10.211
96.8,11,1169,5,4,3,69.8,3,111959,7.135
105.8,17,401,18,3,2,70.5,2,196369,7.599
55.7,19,631,20,3,2,93.7,2,60995,5.514
102.4,5,1199,2,4,3,89.3,4,193999,8.14
115.1,13,975,12,4,3,73.6,4,232830,8.076
41.2,15,329,12,2,1,89.5,2,190195,4.509
134.6,8,265,21,5,4,83.2,4,236497,9.943
129.1,9,577,9,5,3,61.9,4,86150,9.17
72.8,13,536,2,3,2,72.0,3,137208,6.363
76.6,16,892,20,3,2,92.4,2,208879,6.202
77.3,14,478,16,3,2,87.6,2,85354,6.762
80.0,1,713,30,3,2,100.0,3,287257,5.806
78.5,9,709,29,3,2,78.4,2,121804,5.429
